seed,seed_hex,family,total,directional,baseline_s_per_source,route_s_per_source,v1_s_per_source,delta_base,delta_route
360,d6f2558171a603d648294fa0805c6f4c91104f70676decf9a07de4030717734f,sha256_new_design,13,4,2271.658373769231,1187.3043766923076,914.6674173076923,-1356.9909564615386,-272.63695938461535
361,fe77bda87be2272c38f8069793066b3321e97b5d00e6215d101db95b7bad3526,sha256_new_design,13,6,803.6837843076923,803.6837843076923,803.6837843076923,0.0,0.0
362,ccbccf4069168576b274eecd340e223adfe39c085ce9c93bb13da8ce606e900d,sha256_new_design,16,2,1195.4294120625,826.5568683125,720.2254533125,-475.20395874999997,-106.33141499999999
363,f6d3e037aa23c2a3ae9351cd4cc855074d8b9c0a4a96d52b720e802c7f742889,sha256_new_design,11,1,983.4985635454545,983.4985635454545,983.4985635454545,0.0,0.0
364,aa917615a3cc5b1e5816146edbea597f00e91cc0dd86555e47a3a432ffb015b5,sha256_new_design,12,11,958.7399270833333,961.5083091666667,962.0005919166666,3.260664833333294,0.49228274999995847
365,61fa598ae4d0cd42d7cc939b64db2021c77b7fc0242e24f7470776156d46bbeb,sha256_new_design,13,5,1178.7510591538462,975.6481316153846,863.173609,-315.57745015384614,-112.47452261538456
366,f59ab0da552f2688f3af556b17b3b265716e331184fb2d18ec7c83f5904ef598,sha256_new_design,13,9,6636.038385307693,1391.5001437692308,977.9086483846154,-5658.129736923078,-413.5914953846154
367,2ec51b8dffdd37e925b04db8efa139321c1beff5a316dd30c07b830b5ccfe5cb,sha256_new_design,11,3,1243.4616158181818,1220.9833828181818,1075.4382806363637,-168.02333518181808,-145.54510218181804
368,a948e316632ba7294ab6b845be8db3bcd0bc2976354d22faa14312dae1f24e92,sha256_new_design,15,14,731.7099256666667,731.7099256666667,731.7099256666667,0.0,0.0
369,f1dc61bd2cb7a46639ef39b365b8ce424035e77062d536fa6b0a9cfa344eaa72,sha256_new_design,16,2,650.3115795,650.3115795,650.3115795,0.0,0.0
370,0307fc9db5e5d23fbfcd80eb76535fd055895c4f4accecb2f289c682569ff2aa,sha256_new_design,10,6,1150.1164625,1152.9192659,1158.5302202,8.413757700000133,5.610954300000003
371,9d097b9ea887a59ec49e6d688798aba89b993c4967a5ce53318a8d05835d8ba3,sha256_new_design,16,4,679.12438325,679.12438325,679.12438325,0.0,0.0
372,b90746144e04c8b3da88845b056839d55e673a696c9bea054537e2619e298b55,sha256_new_design,11,8,1072.5052550909093,1074.1066329090909,1071.2954205454546,-1.2098345454546688,-2.8112123636362867
373,2d5f64c33005a23840ddb391e9146f3d7e39fb1058bbace12162c1b7d2e9c72f,sha256_new_design,12,5,975.7205964999999,978.79864325,978.6042498333333,2.8836533333333136,-0.19439341666679866
374,449910d30787e3c0d33421b34f7a76c7ec8cae2d40cf96dd094377ca3f89e9c4,sha256_new_design,12,3,1075.6486166666666,1053.4530834166667,955.1053145,-120.54330216666665,-98.34776891666672
375,1ef48fd15c812478516ee95714bf36435ac36d5c4c799a241c3f861fe160841c,sha256_new_design,10,10,1187.0401336,1187.0401336,1187.0401336,0.0,0.0
376,9a2c872b001931a2180d36c51f9091c7fe941056c682bd50d3d8194e5a2f708b,sha256_new_design,10,5,1538.669562,1295.5545001,1169.72161,-368.947952,-125.83289009999999
377,6def09fc175d43eeaa181e3c65fbc5f1b86ecfb5998f0051eba859e5a35d4655,sha256_new_design,13,10,894.327511076923,894.327511076923,894.327511076923,0.0,0.0
378,fdbb8d8266f5a47c3c578640e5e4ffd0a98da717683991aece971d993d198374,sha256_new_design,16,2,657.009977875,657.009977875,657.009977875,0.0,0.0
379,4016f594b48625513517d4d1bdbe743315db86c0a4839d88c44a5c5347ac1dcb,sha256_new_design,12,2,928.0871980833334,928.0871980833334,928.0871980833334,0.0,0.0
380,3225abd9f8aaa88516c65f16aaa8739cdc3a0c21abdee6d1580ef777e3513d10,sha256_new_design,15,3,733.8991408666666,733.8991408666666,733.8991408666666,0.0,0.0
381,455d0d07cfea3adc6075b5329eeb8ed5f0c3ed235e8e0668d20a4f473fd6fe2d,sha256_new_design,15,15,755.3314198,755.3314198,755.3314198,0.0,0.0
382,8b39e7d6898d1210950c6159d1a69f81fc18c73daaa01a449371be6f8c7ef853,sha256_new_design,12,10,4464.853118416667,1248.8763185,967.4198095,-3497.4333089166666,-281.456509
383,ca55a8b87cef3e5c70488094fa0748992f5fbe0abd066d0b8e01f0a3d739e7b2,sha256_new_design,13,11,917.9505969999999,917.9505969999999,917.9505969999999,0.0,0.0
384,9688e602a62469980db9a173df708fd85dd32e87295571c54d5956c015a8d3ed,sha256_new_design,14,11,806.7103223571429,806.7103223571429,806.7103223571429,0.0,0.0
385,ae49276394f35b5194d96109cc90204e57c792c17d33d7482f68777acbf917e0,sha256_new_design,10,9,1196.6562222,1196.6562222,1196.6562222,0.0,0.0
386,f358373d7a73747f5915fc672f121b4e92aa8ec9f765589057fb8cce0ab062b2,sha256_new_design,12,12,1650.8151104166666,1216.1100686666666,1027.7330824166668,-623.0820279999998,-188.37698624999985
387,fb555b7232f7a91d51edceab3d3324a7d9fc4f39ec2a7470412171a4b3a3cc42,sha256_new_design,16,14,976.076640625,803.0665738125,727.5998575,-248.476783125,-75.46671631250001
388,9a139bfacc067cd1b30c705fb9b6953bc0f94f7bd28e30beef35b1e4bab94d2b,sha256_new_design,13,11,873.1593562307693,873.1593562307693,873.1593562307693,0.0,0.0
389,f9bd788ff2faa9930504feed1a1fc58d84568da6d61f19e0c486d43f72629146,sha256_new_design,14,1,793.5183671428571,793.5183671428571,793.5183671428571,0.0,0.0
390,203900a04f3213c83cfd64fcde62304947dcfa0b0e564a2484b2ca9f30079ac5,sha256_new_design,15,6,1411.3631743333333,927.4188186666667,712.5263540666667,-698.8368202666666,-214.89246459999993
391,117b39ed166ae0f9673b134b86766dfd9eb8902811f03dea1038e2caf5ba578c,sha256_new_design,14,14,837.4633806428571,837.4633806428571,837.4633806428571,0.0,0.0
392,148a489abbca6f1481db46b2bbc24ddab60e7cb928c40c1ff50b4caa2da54e0d,sha256_new_design,10,3,3152.8342494,1477.352671,1210.2433775,-1942.5908719,-267.10929350000015
393,c9446fc2bfd0c1443b7b1b2e1532e593e7ee29537afdc838087a3ec752db9652,sha256_new_design,12,5,2492.236832833333,1117.4324246666667,955.9478358333334,-1536.2889969999997,-161.4845888333333
394,d53746ac193ee9253d56ffe521b9865235cc9eb04f99d67a839228fb834c7300,sha256_new_design,12,9,952.0129825833333,952.0129825833333,952.0129825833333,0.0,0.0
395,45064889ba06b9de8eaf049e5f824bacd670c9636d72a4fe807912aa78667755,sha256_new_design,11,11,1692.8286194545456,1191.6375502727274,1111.1887324545455,-581.639887,-80.44881781818185
396,8c9018fdbc851f5eca97c37a399d64c2f8251ee55e80d15eba489fefe150ab1c,sha256_new_design,13,6,844.0388721538462,844.0388721538462,844.0388721538462,0.0,0.0
397,6a0bbf0720447d87dfbcb6c7666a9d0ac04fa866190648e3cfd6da479b8cad07,sha256_new_design,11,9,1114.8140206363637,1093.7881867272727,1069.592114090909,-45.22190654545466,-24.196072636363624
398,02ebcafa8f1a36f24dbf09c62c5f102bc5c6c180a8d8e32df267b325a1615882,sha256_new_design,14,3,1866.2832914285714,946.0403805714286,795.9917820714285,-1070.2915093571428,-150.04859850000014
399,bea80a9ae5ced66515ad37517578402efd70dfef53e8c85478a8830b22aa0be3,sha256_new_design,11,7,1605.8659492727272,1298.004326090909,1070.7909494545454,-535.0749998181818,-227.2133766363636
400,db591a29dce20ddb09f3f7b2713c322030235e4df7e13c6d2f5a8e4d004352ff,sha256_new_design,14,9,1752.3869630714287,910.1071279285715,767.9219204285715,-984.4650426428572,-142.18520749999993
401,30c1316e2e5add628fa20df2e2ee31458e8cfa09746816bb72481d0b012ec2a5,sha256_new_design,15,4,735.0179547333333,735.0179547333333,735.0179547333333,0.0,0.0
402,d036688037ab4281d988dd57fe83338d05c8008c5b4b2f8c63accd4c2a9d5598,sha256_new_design,10,9,1727.8062093,1359.69406,1246.414573,-481.3916363000001,-113.27948700000002
403,afa57a06ff40c7ac6523273c1b4f65417e73af41a8334522e90ac95e7daf2d1f,sha256_new_design,11,4,1048.1122506363636,1048.1122506363636,1048.1122506363636,0.0,0.0
404,41a2d4b24589cb72238e8365691c4fde242742f1187630e4bd407d42b8521f62,sha256_new_design,16,2,2065.6661739375,1000.0687669375,732.2888129375,-1333.3773609999998,-267.779954
405,c5a31800e9ce0c928ef79faa399ba942b846ffc49cee3728c4ee445b1ed0652b,sha256_new_design,14,11,4462.551932571429,1188.0568107142858,879.2244222857142,-3583.327510285714,-308.83238842857156
406,2e1f39d81332152ee5aa50d5cebdab49e8ff6b402f4837ea1be91f275ce0fd3a,sha256_new_design,13,12,846.3874533846155,846.3874533846155,846.3874533846155,0.0,0.0
407,09e25b318f1bc85e1bfd776d229248eed95517e3ecc380afebf11b0b32d5e866,sha256_new_design,13,11,1138.971698923077,1034.3018294615385,930.3272211538462,-208.64447776923078,-103.97460830769239
408,a6ba2dd1b21b567d9d7e3a352524e055066cefce17e809774129cd8e632d97fe,sha256_new_design,16,1,636.129916625,636.129916625,636.129916625,0.0,0.0
409,56df6f57dc1bfbd0701b2381762fbd6610b69f62c282c6f7e3d051b514a01da6,sha256_new_design,12,7,1360.9502596666666,1157.1442244166667,1013.8968201666667,-347.05343949999997,-143.24740425000005
410,809f20b3e0479ae3a067c568c357efb34282cffbac57fe0450ee9668f362a2db,sha256_new_design,11,8,1006.2833709090909,1006.2833709090909,1006.2833709090909,0.0,0.0
411,c52d898b8e38918c84de6ca2e27986e1c7f3c87a7528e842326ce2c70c8f150c,sha256_new_design,13,9,907.3927963846153,931.003321,877.1722251538462,-30.22057123076911,-53.83109584615386
412,d7878e44b5abb6a6f1d73ca404ec391076d608782fe2c96aeae6b35651058a09,sha256_new_design,15,5,2570.6242820666666,1108.0043961333333,797.1381642666668,-1773.4861177999999,-310.86623186666657
413,93a238a679476fff84c2d8a2f22448d76f736988096749ff71585439c2002ad9,sha256_new_design,12,5,878.8431225833333,878.8431225833333,878.8431225833333,0.0,0.0
414,94018b9b3219c756621656d79d2b577167a27a0060befd05e569be644dfc0b9c,sha256_new_design,10,3,1932.4309277,1388.2293641,1205.4039292,-727.0269985,-182.82543490000012
415,d272a2639d3f9af33cd5320d653eff874bbbec5139c23766f72203d844242a70,sha256_new_design,11,7,1105.505020090909,1153.7307577272727,1072.341104909091,-33.16391518181808,-81.38965281818173
416,dc44df77b7cee663720d9bd046fab31dd9d4adc098ec4a60e34b4dcac94e1ceb,sha256_new_design,15,12,3010.3288229333334,965.3919060000001,817.8542744,-2192.4745485333333,-147.53763160000005
417,bb96bcb7b7bb534692b4138eea98e38359aa6d32d68c6707bd298649de7959f7,sha256_new_design,15,6,1396.7841675333334,792.6143589999999,794.0347926666667,-602.7493748666667,1.4204336666667814
418,25869a98090694f4294af962c9544e9b61ce695ba6c4517aea6edf3a0bac10a5,sha256_new_design,15,14,855.9970376,846.5068363333334,745.9157794,-110.08125819999998,-100.59105693333333
419,7c9dd26fbea7a3504043c9c0c145de350aa6b0535c2c1b2766aec8c5d5d6dd89,sha256_new_design,15,15,847.5033251333333,788.5541346666666,758.6217204666666,-88.8816046666667,-29.93241420000004
420,f5e448db998402da006dd0a63b61cef865dacc9d9d4caa4e8ad34f48feb6ea1e,sha256_new_design,13,11,992.1660558461538,975.902674,922.7349659230769,-69.43108992307691,-53.16770807692319
421,ebe701eed9549d59f85d05a625f4c0f10f394bab9147f52abd9af80a94a5643e,sha256_new_design,15,11,757.6062192666667,755.7765134666666,750.7047593333333,-6.901459933333399,-5.071754133333343
422,f79a1d563aac7d6624f56a70e459dfa8dd7b4059a5a43eca3c8ddd6148259428,sha256_new_design,13,4,841.078093923077,841.078093923077,841.078093923077,0.0,0.0
423,725a0db4b24366baa8a3d3feb803946a8e85d5a6a9e1b279a86d432425771d58,sha256_new_design,12,7,983.7226891666666,983.7226891666666,983.7226891666666,0.0,0.0
424,05509781036168b9baa38f0f0b229f417fa8f46b5379dfa97481dfc1372c1a54,sha256_new_design,12,12,1400.6042253333333,1007.1881076666667,981.3548219166668,-419.2494034166665,-25.83328574999996
425,e609e5e8c0d5468d298a206490ee66c38f61984410b2c6f4d462c93a254f3c13,sha256_new_design,14,13,811.2994809285714,814.5096599999999,812.5138505714285,1.2143696428571502,-1.9958094285714196
426,8127aa1ef27a701b4627f2a9b49c3ccf8a81d85105ebc1e2dbbc65dd1e9cf686,sha256_new_design,16,14,1254.3177319375,797.4761323125,722.9572489375,-531.3604829999999,-74.51888337499997
427,86cf9564d63ab980d2eae8d13c4a121c981c372c5697b3da53fd827fadd351a1,sha256_new_design,13,10,882.9627637692307,882.9627637692307,882.9627637692307,0.0,0.0
428,99ac8c35329ced46941762120d679ba06432cba50ea375eee0edd1d8ae1ea0df,sha256_new_design,11,7,1058.2042210909092,1058.2042210909092,1058.2042210909092,0.0,0.0
429,fe73ab57bec767f6cf6b21c340971d6c7f8a3ff6aabccd41df2b8a2e6de8f9b3,sha256_new_design,11,9,1040.0226518181817,1040.0226518181817,1040.0226518181817,0.0,0.0
430,8a4ad59cadb08efdd80146c0f765d613c033ca78794532b069ff98c29c6c6a9d,sha256_new_design,14,8,810.8494892142857,810.8494892142857,810.8494892142857,0.0,0.0
431,23719cff96e874ee1e145914fa49ab1930ea4908a98cbce30435a860ee6001d5,sha256_new_design,14,6,790.1944092857142,790.1944092857142,790.1944092857142,0.0,0.0
432,49f8ce17d98b74d4934e7d721b6fbc06e02787155797de9f775ea3e24b4c0c87,sha256_new_design,13,3,860.0466163846154,860.0466163846154,860.0466163846154,0.0,0.0
433,11b9ca217ea26f209d9c6e45541c51c74825cb76912b2506c64d4d30d0148d5a,sha256_new_design,14,2,756.8863327857143,756.8863327857143,756.8863327857143,0.0,0.0
434,7504c1bf873d372c213cc6b5021aff242e1c74b536d83d06ab9bb288fa7de11a,sha256_new_design,12,3,902.2686859166666,902.2686859166666,902.2686859166666,0.0,0.0
435,1399a8f3616894903d0461a8ca4c948b215c990044cabe1e0d3dfef4e1939940,sha256_new_design,14,2,769.0695147142858,769.0695147142858,769.0695147142858,0.0,0.0
436,fc268f77e928abe7674b218d57a8fd606aba21d4443b12813c19ea4977b2b31d,sha256_new_design,12,2,937.5584748333334,937.5584748333334,937.5584748333334,0.0,0.0
437,ab61672fd0519e435ad699cb5be46e4267711acb7866a4d90f7720bea4dd0e50,sha256_new_design,15,9,3152.1850052666664,1095.7726796666668,847.0908388,-2305.094166466666,-248.6818408666668
438,66425253a769bb2c957eca16b1b8a4ac846609f9c9e9fbb8ee3f46a995a03df3,sha256_new_design,11,6,1081.5630601818182,1081.5630601818182,1081.5630601818182,0.0,0.0
439,58c845df44d2a4b5ff884f1b760e3321196badb5c262dea5bb0b3b7ebe0ed268,sha256_new_design,12,8,2159.492761,1065.9934541666667,960.0893715000001,-1199.4033894999998,-105.90408266666657
440,2883e43866e6dade66b99b912afc8bc1cb6bec5ebe70a195ec0de4c062325e91,sha256_new_design,16,13,1863.901306875,879.387059375,719.2667603125,-1144.6345465625,-160.12029906250007
441,95852d6f5ce87dbae32e4428fa926827fd08f959631d265c316cb7b32090401e,sha256_new_design,14,1,744.3927126428572,744.3927126428572,744.3927126428572,0.0,0.0
442,5a2449af5e9d4928b55daa8fd9598ef055c037e881a8f388215a70b995b9bdf7,sha256_new_design,10,1,1119.2314447,1119.2314447,1119.2314447,0.0,0.0
443,fc08b75c55acbb402e023baed2afb772614deb21a275b614d27e17f18a0cca07,sha256_new_design,12,9,4738.430625666667,1470.4339648333334,1010.22495025,-3728.205675416667,-460.20901458333344
444,a15bbdfc4c87482262295c719a883d867c503d508db8e94bd8380fddf9345293,sha256_new_design,13,12,1458.254413076923,994.8792545384615,854.0014426153847,-604.2529704615382,-140.87781192307682
445,49784c5dd0bab489eba9f4cee3591051c386fba17ae131dc90949550925cabcb,sha256_new_design,11,11,1061.6475396363637,1061.6475396363637,1061.6475396363637,0.0,0.0
446,cc3ba7cba0293e9588488bb9bfc48612db7e9f85e008210e81c0a182963cfd05,sha256_new_design,16,15,712.3458418125,713.670327375,714.094237,1.748395187500023,0.42390962499996476
447,f317f9645291cf0d279f46de0fc06d9d5980ef392a925fc47371e59d1bdbc3b3,sha256_new_design,14,5,805.2572957142858,809.4223594285714,806.8120584999999,1.5547627857141606,-2.610300928571519
448,3a0931c103c41332dbaf6c8de3b752d51f2936ca3e02f864efb4a3e72b0c3cba,sha256_new_design,16,3,1107.8267779375,815.225597625,686.656493375,-421.1702845625001,-128.56910425
449,743937cec58b10bbfd2e951ae5097ecd3c611784b7db0eadd636d6b37269a258,sha256_new_design,14,3,783.4726230714285,783.0218857142856,782.0839833571429,-1.3886397142856595,-0.9379023571427751
450,20eb4f3904a69054d9761472a73fc2d576f7717320933de3ea5f7d3d73322aa3,sha256_new_design,12,1,3619.9149841666663,1330.61151775,1005.7418303333334,-2614.173153833333,-324.8696874166667
451,dc387c731f4847d378215331af39871234feb63564db7738466c897e4feb28c8,sha256_new_design,10,3,1182.3915613,1182.3915613,1182.3915613,0.0,0.0
452,bdb7e587b1725e44c83a9042f8309abcf75e2cc80dc2c3ab3b922ea83750ec7d,sha256_new_design,10,5,1167.3718298,1167.3718298,1167.3718298,0.0,0.0
453,d7d7c95ebb015a78f7b5b92c4f730aeac58550955ea6f4975583611c49cf5a25,sha256_new_design,12,4,2361.292345083333,1122.1758753333334,965.2081745,-1396.0841705833332,-156.9677008333333
454,fb1d417b1907ada94bb0f3eab6bc33f5d4c9225330c809b9415581c3912829df,sha256_new_design,14,1,755.2912443571429,755.2912443571429,755.2912443571429,0.0,0.0
455,1080c3e927c1683056c3e816124e72eaffabaa26960f0d3c787ee9f95cf6563f,sha256_new_design,10,10,1147.9883411,1152.4944137,1158.8773036,10.888962499999934,6.382889900000009
456,fa71271cf39f080ccda04b745523eb06b01a10490c123c1aad8553c6036d9131,sha256_new_design,16,11,2067.809810125,740.19507175,741.651869625,-1326.1579404999998,1.4567978750000066
457,5aaf7395227db07afa9dc278a422e16cb21997bd022191fc1e87f1cee8da33c6,sha256_new_design,10,7,1158.0615461,1163.0363323,1162.7339829,4.672436800000014,-0.30234939999991184
458,6d1c75f0113ff45463441f25258f425416f95ce321539693c02af713d56e4085,sha256_new_design,15,7,744.8757524,744.8757524,744.8757524,0.0,0.0
459,5716ee019f9dd25db91b5f581a30b9d8206e145ec58da8583b1dbfbce1d7bb11,sha256_new_design,13,12,895.9281967692308,927.3413762307692,878.8482924615384,-17.079904307692345,-48.49308376923079
460,a72f2a8f148006e69acddd7dee82c955e32051a5f2942949be7239c31808aa77,sha256_new_design,14,6,1261.0073614285716,908.2411087857143,802.8965577142857,-458.1108037142859,-105.34455107142867
461,5dfbb9e838a3a8bf6b6c8edaa208462f38701f3939edafb5c86cdf0e3421107a,sha256_new_design,11,1,986.5109409090909,986.5109409090909,986.5109409090909,0.0,0.0
462,06c348606eb2e414823bd970e2eeb0db811b46dc975606d5c91e6e719d2ea8a9,sha256_new_design,12,2,910.09321525,910.09321525,910.09321525,0.0,0.0
463,cac245245b76bcf055017c6db80a8f7f95041d2a1253124e24aec7ae1dabbc88,sha256_new_design,16,12,732.9464548125,732.9464548125,732.9464548125,0.0,0.0
464,9dae7b80ac47abcc872448d464671b7e4e51eadf795d482cf22856b4217a8898,sha256_new_design,12,9,967.6916998333332,967.6916998333332,967.6916998333332,0.0,0.0
465,e16b17fde095f8ba240b0654eba387c3f16c02122389aa4a84bd3753bad492cb,sha256_new_design,11,6,2423.6415952727275,1145.213044181818,1103.0015260909092,-1320.6400691818183,-42.21151809090884
466,56ad01dcdf59416d0ef9c1fa5b7d7c8326041671e8f2aebf6baa00a24c876b3d,sha256_new_design,12,11,1079.688309,1057.5705521666666,999.3434430000001,-80.3448659999998,-58.22710916666654
467,c948b5992ce5556afaf9e05dd8231e848bae25e5c03c60f807bdf5bd1aed9ce3,sha256_new_design,12,4,963.5754986666667,963.5754986666667,963.5754986666667,0.0,0.0
468,eff26fad7c2b82a7f4c6b5d9abd9801c8889be505d185f96594d0ae0483ef080,sha256_new_design,10,1,2512.9642534,1242.2499798000001,1121.9716678999998,-1390.9925855000001,-120.27831190000029
469,903d1d9c9649ba7d59635ef8a1f6c77fa8f1797e9061b54894ab0dc02d0a3d95,sha256_new_design,11,10,2205.8565144545455,1450.7726876363636,1100.339862090909,-1105.5166523636365,-350.43282554545453
470,1da870c61fe7f09a4492d724a1ebaf7f68affce3426467a1b116d69d84b659a0,sha256_new_design,15,1,708.5527447999999,708.5527447999999,708.5527447999999,0.0,0.0
471,a88b02f956b4965e3d5abe086a74ffc55c88b80986e94d24713caa8990d79e89,sha256_new_design,10,9,1197.615551,1197.615551,1197.615551,0.0,0.0
472,c3043c60d76724b850fc0566ab859a399737ac67820dabb15dbd4cd2672443a2,sha256_new_design,16,12,667.1804803125,667.1804803125,667.1804803125,0.0,0.0
473,816bf694321f22a2b45f755961ca0a7b47ca60fed689501c234220cc6f271f3e,sha256_new_design,10,9,1155.1097266000002,1155.1097266000002,1155.1097266000002,0.0,0.0
474,acb2933e71c2dc97a7fd0ddf28f59969470787e0be8924d421931294cb3699f9,sha256_new_design,11,3,1081.697748909091,1081.697748909091,1081.697748909091,0.0,0.0
475,5c2c3ad09b4cf870459520e9fce4d133fe5672293f83094b2ab888211af337de,sha256_new_design,16,2,1998.2032586875,994.6260525625,682.2733621875,-1315.9298965,-312.35269037500007
476,ae81191373034dee462153d3ffd3d000b7613959f5b70fec1e45105d1051fb29,sha256_new_design,10,8,1133.5177896,1133.5177896,1133.5177896,0.0,0.0
477,0eb917705b90bf859a7a1a5b137136bd9a3887fcabb85d8b215b268153b59dd7,sha256_new_design,13,11,2936.814481538461,1006.1586456153847,897.879331,-2038.9351505384611,-108.27931461538469
478,fbdcfc47e45f503fb009841cc8312960faf3c482af98aaf053baca73fb94af5b,sha256_new_design,14,12,890.7963805714286,890.7963805714286,890.7963805714286,0.0,0.0
479,1209549650f27effb9eec29ddebe9a2192881f30f6fec73c73c6a66e1e551503,sha256_new_design,14,14,1127.1995545714285,946.1640582857143,883.3370696428572,-243.86248492857135,-62.826988642857145
480,f0a5617934203a26bd9dc6340e3cc2778ee398acbe37de02aadc3cfbe5506f28,sha256_new_design,12,6,995.3254275833333,980.3263854166667,984.11792275,-11.207504833333246,3.7915373333333946
481,c531e34a52676a6555ec55bed4c74ca774f97810de411b10e168c772135d67b1,sha256_new_design,11,8,1095.5183028181818,1088.5813387272729,1065.5456725454546,-29.9726302727272,-23.035666181818215
482,7224685a8afc7f58d90151def84cc6a67dd89dde8f91eb23e2f79ec41b20c647,sha256_new_design,16,5,849.235254875,808.774419375,742.538117375,-106.69713750000005,-66.23630200000002
483,ad8d2b649db9d9ca88982f24afd56e22db2869689cd0d81196cef372a0b4634f,sha256_new_design,10,8,1151.4397514,1148.7905091,1147.3780546,-4.061696799999936,-1.412454499999967
484,25134d1f899c8aef826fc8705c729fdcd016b7fda0a8c66c6ebfb0a39bbe4d36,sha256_new_design,12,9,2151.899794833333,1242.0844570833333,974.6425774166668,-1177.2572174166662,-267.4418796666665
485,50897c5a483f0b24d1f1de1c8689938a447cc24e49a039515e99006067b66912,sha256_new_design,16,1,703.9816823125,703.9816823125,703.9816823125,0.0,0.0
486,63e4a6b913522d8aa946071005ef08e4559968653db91fb8c3752165fccbcc21,sha256_new_design,12,8,1798.6392925833334,1189.35435825,1024.2507399166668,-774.3885526666666,-165.1036183333331
487,6a7d5da9c14f9ee4b60cf366165ba0f1c4fb8e06b34de0a699a5b478db0e623c,sha256_new_design,14,2,798.0253957142858,798.0253957142858,798.0253957142858,0.0,0.0
488,d14b43d782c87f21a8e95cb4646738a707e822bf8afc5a0b8db185ae7bad1e80,sha256_new_design,13,12,1534.3888883076922,1244.4476183076922,887.9156597692307,-646.4732285384615,-356.5319585384615
489,f2c03b95efefb2e2eed49ba33ef4ce87e44c0a6dc5f31cc787d57065980f4b78,sha256_new_design,12,2,875.6436408333334,875.6436408333334,875.6436408333334,0.0,0.0
490,2cee03bbf706a95ec549a442961f3ee3f3169bb4c987e7b700150c58f1543a33,sha256_new_design,14,10,1402.0987309285715,1032.8312894285714,848.7524172857144,-553.3463136428571,-184.078872142857
491,57f4a9d89897708a424579f28864446380466f9f80e5ab297571d10a31362c21,sha256_new_design,14,13,793.8634632857144,793.8634632857144,793.8634632857144,0.0,0.0
492,063ac0a96127347f6e233f31b563382033ab6a7477173dd5e3030ce29ee25af2,sha256_new_design,11,6,977.1577816363636,977.1577816363636,977.1577816363636,0.0,0.0
493,bab46c38c8723e1d824e64bafa273a4d6914d68593d5c6415ede15adec2eb7d1,sha256_new_design,10,7,1158.8303445,1158.8303445,1158.8303445,0.0,0.0
494,5298f9a4ac49a6c68b046b91b577a7214a99106e298797a3b7d57b16c40d546a,sha256_new_design,10,2,3087.4635200000002,1501.8246541,1214.904063,-1872.5594570000003,-286.92059110000014
495,0938a1f5af1b7f582607dcfd8fe84ac189f33db320ae58b1fa7c02aed557972c,sha256_new_design,16,4,1789.1817303125,979.028675875,717.9774385,-1071.2042918124998,-261.051237375
496,367353ebd685958da4f68c6f13a822a4a5a1b9e72c0eeb0a41e005671a682022,sha256_new_design,11,1,991.2190030909092,991.2190030909092,991.2190030909092,0.0,0.0
497,5cf0bb213b4e354e74a299efe0d8caace1cfc1c392e06b38315449d6aa1d907b,sha256_new_design,12,4,910.4535309166666,910.4535309166666,910.4535309166666,0.0,0.0
498,7258c523f1f605f0973ee54e5370de9af0979a8255744b4c375567bb8e17c2c6,sha256_new_design,13,9,956.0589787692307,932.2695826923077,920.14301,-35.915968769230744,-12.126572692307718
499,95c328679ec4bdf0daa834c004274753140d435e688489fe64ab699c702b0a40,sha256_new_design,14,12,2226.038715714286,1291.1652240714286,817.6477134999999,-1408.391002214286,-473.5175105714287
500,5a5cf3acc8074fa60872d3dff9f421279e99ce0cc31c7f9f1106719cb7c5456e,sha256_new_design,15,9,718.6038758,718.6038758,718.6038758,0.0,0.0
501,77c3d037e34aad3f1d93ea048d8c5093bb4ffac8601ba1a27a089d84ad08b5bc,sha256_new_design,12,1,890.9324505,890.9324505,890.9324505,0.0,0.0
502,95d058eaf4a07566c5810a702e7048502046c121d5dca2159ae05700ffcc17d5,sha256_new_design,13,6,869.6540056153846,869.6540056153846,869.6540056153846,0.0,0.0
503,6e188e08ec9a85085df3db33919a877a112ce36ce6debe471ed961e122357ff6,sha256_new_design,16,1,1770.5365456875,933.5426296875,736.1382693125,-1034.398276375,-197.404360375
504,41568530290f0b6c97acb1ae1e6ee74b892312b4490626f8841b01a6ce0f7403,sha256_new_design,10,6,1574.7029931,1276.7154697,1159.3877046,-415.31528849999995,-117.32776510000008
505,d23abf901faec2d256bbd3c27fe0ae7c8cea7319e7a3747cd39eb6e3aa5532c2,sha256_new_design,15,8,850.166653,804.7008486,720.6436565333333,-129.52299646666665,-84.05719206666663
506,5fbf7077a82ab670f6d81d5884165679289a68c4d78c970821d141fa259af7d4,sha256_new_design,10,2,1113.2072989,1106.8810487,1097.4217168999999,-15.785582000000204,-9.4593318000002
507,630ec286806f30bfd8db09d3e69ed6253437be4492127fdad5c772956d5db1c2,sha256_new_design,12,1,3180.254926,1241.2291121666667,987.5676844999999,-2192.6872415000003,-253.66142766666678
508,ef7a8c739b7aa5382a88b372f12ba1d0e595b348744dc51921aeae1c92d6ac3b,sha256_new_design,16,14,723.113721375,720.2206138125,717.888945625,-5.224775749999935,-2.331668187499986
509,134aed5a60d162e0a44cc60ff1902c60748a06da173266ae2373c77d5a566949,sha256_new_design,16,6,1434.1637483125,942.265008,792.1951989375,-641.9685493750001,-150.06980906249998
