time_s,radius_m,mean_dry_basis_C,conditional_dry_mass_ratio,material_water_budget_relative
1.002000000000000000e+05,1.201999999999999943e-02,1.786675428068536520e-01,8.542597075008516727e-01,1.558042863669890964e-04
1.002600000000000000e+05,1.201999999999999943e-02,1.785757953352237193e-01,8.543157365440116058e-01,1.558045388949222854e-04
1.003200000000000000e+05,1.201999999999999943e-02,1.784841951881879218e-01,8.543716852866285461e-01,1.558047908129729685e-04
1.003800000000000000e+05,1.201999999999999943e-02,1.783927420145461074e-01,8.544275538990586671e-01,1.558050421232309727e-04
1.004400000000000000e+05,1.201999999999999943e-02,1.783014354641625498e-01,8.544833425512110558e-01,1.558052928277861517e-04
1.005000000000000000e+05,1.201999999999999943e-02,1.782102751879641733e-01,8.545390514125458248e-01,1.558055429278575011e-04
1.005600000000000000e+05,1.201999999999999943e-02,1.781192608379366105e-01,8.545946806520758887e-01,1.558057924258832291e-04
1.006200000000000000e+05,1.201999999999999943e-02,1.780283920671216769e-01,8.546502304383672977e-01,1.558060413232565354e-04
1.006800000000000000e+05,1.201999999999999943e-02,1.779376685296140403e-01,8.547057009395396809e-01,1.558062896220672468e-04
1.007400000000000000e+05,1.201999999999999943e-02,1.778470898805581957e-01,8.547610923232682456e-01,1.558065373240568902e-04
1.008000000000000000e+05,1.201999999999999943e-02,1.777566557761454391e-01,8.548164047567841095e-01,1.558067844311411424e-04
1.008600000000000000e+05,1.201999999999999943e-02,1.776663658736103713e-01,8.548716384068739682e-01,1.558070309448873801e-04
1.009200000000000000e+05,1.201999999999999943e-02,1.775762198312278162e-01,8.549267934398832036e-01,1.558072768672112533e-04
1.009800000000000000e+05,1.201999999999999943e-02,1.774862173083095462e-01,8.549818700217152179e-01,1.558075222000285200e-04
1.010400000000000000e+05,1.201999999999999943e-02,1.773963579652011457e-01,8.550368683178343199e-01,1.558077669449064756e-04
1.011000000000000000e+05,1.201999999999999943e-02,1.773066414632784027e-01,8.550917884932639490e-01,1.558080111035866743e-04
1.011600000000000000e+05,1.201999999999999943e-02,1.772170674649444777e-01,8.551466307125898947e-01,1.558082546781589428e-04
1.012200000000000000e+05,1.201999999999999943e-02,1.771276356336259350e-01,8.552013951399600744e-01,1.558084976701906580e-04
1.012800000000000000e+05,1.201999999999999943e-02,1.770383456337699113e-01,8.552560819390870872e-01,1.558087400817716737e-04
1.013400000000000000e+05,1.201999999999999943e-02,1.769491971308403966e-01,8.553106912732485467e-01,1.558089819142951897e-04
1.014000000000000000e+05,1.201999999999999943e-02,1.768601897913151810e-01,8.553652233052873033e-01,1.558092231695027059e-04
1.014600000000000000e+05,1.201999999999999943e-02,1.767713232826823022e-01,8.554196781976134423e-01,1.558094638494841031e-04
1.015200000000000000e+05,1.201999999999999943e-02,1.766825972734366312e-01,8.554740561122062825e-01,1.558097039556325812e-04
1.015800000000000000e+05,1.201999999999999943e-02,1.765940114330766808e-01,8.555283572106130441e-01,1.558099434900379670e-04
1.016400000000000000e+05,1.201999999999999943e-02,1.765055654321008582e-01,8.555825816539531781e-01,1.558101824540934603e-04
1.017000000000000000e+05,1.201999999999999943e-02,1.764172589420045512e-01,8.556367296029161462e-01,1.558104208498889420e-04
1.017600000000000000e+05,1.201999999999999943e-02,1.763290916352762694e-01,8.556908012177657508e-01,1.558106586789917620e-04
1.018200000000000000e+05,1.201999999999999943e-02,1.762410631853944809e-01,8.557447966583393573e-01,1.558108959429692971e-04
1.018800000000000000e+05,1.201999999999999943e-02,1.761531732668242811e-01,8.557987160840490048e-01,1.558111326439113741e-04
1.019400000000000000e+05,1.201999999999999943e-02,1.760654215550139789e-01,8.558525596538832936e-01,1.558113687832111927e-04
1.020000000000000000e+05,1.201999999999999943e-02,1.759778077263913221e-01,8.559063275264093829e-01,1.558116043626103342e-04
1.020600000000000000e+05,1.201999999999999943e-02,1.758903314583608601e-01,8.559600198597721032e-01,1.558118393840244209e-04
1.021200000000000000e+05,1.201999999999999943e-02,1.758029924292999757e-01,8.560136368116970651e-01,1.558120738490208570e-04
1.021800000000000000e+05,1.201999999999999943e-02,1.757157903185554426e-01,8.560671785394903255e-01,1.558123077591670193e-04
1.022400000000000000e+05,1.201999999999999943e-02,1.756287248064404283e-01,8.561206452000409417e-01,1.558125411162044076e-04
1.023000000000000000e+05,1.201999999999999943e-02,1.755417955742312186e-01,8.561740369498207492e-01,1.558127739220487257e-04
1.023600000000000000e+05,1.201999999999999943e-02,1.754550023041633322e-01,8.562273539448872484e-01,1.558130061780932005e-04
1.024200000000000000e+05,1.201999999999999943e-02,1.753683446794284118e-01,8.562805963408837151e-01,1.558132378860793319e-04
1.024800000000000000e+05,1.201999999999999943e-02,1.752818223841711986e-01,8.563337642930403115e-01,1.558134690477486466e-04
1.025400000000000000e+05,1.201999999999999943e-02,1.751954351034857027e-01,8.563868579561751959e-01,1.558136996648426986e-04
1.026000000000000000e+05,1.201999999999999943e-02,1.751091825234119548e-01,8.564398774846976314e-01,1.558139297387546877e-04
1.026600000000000000e+05,1.201999999999999943e-02,1.750230643309331757e-01,8.564928230326056546e-01,1.558141592712261679e-04
1.027200000000000000e+05,1.201999999999999943e-02,1.749370802139717518e-01,8.565456947534912935e-01,1.558143882641727616e-04
1.027800000000000000e+05,1.201999999999999943e-02,1.748512298613864868e-01,8.565984928005387911e-01,1.558146167188136002e-04
1.028400000000000000e+05,1.201999999999999943e-02,1.747655129629690773e-01,8.566512173265264929e-01,1.558148446370643061e-04
1.029000000000000000e+05,1.201999999999999943e-02,1.746799292094406708e-01,8.567038684838290674e-01,1.558150720203181606e-04
