time_s,radius_m,mean_dry_basis_C,conditional_dry_mass_ratio,material_water_budget_relative
2.280000000000000000e+03,1.849584325807475393e-02,2.299725425519445920e+00,9.105949112797790956e-01,1.562357366417989758e-04
2.340000000000000000e+03,1.846945375899486028e-02,2.294341224088599418e+00,9.092850364966343912e-01,1.563747723208472264e-04
2.400000000000000000e+03,1.844352661970937585e-02,2.288979073161911959e+00,9.080133293313805698e-01,1.564100434565978868e-04
2.460000000000000000e+03,1.841800854191255957e-02,2.283639263931358521e+00,9.067747057049450055e-01,1.565486214925505988e-04
2.520000000000000000e+03,1.839284622729868771e-02,2.278320192079525519e+00,9.055639012432523671e-01,1.566157082784592428e-04
2.580000000000000000e+03,1.836798637756202959e-02,2.273021779157852418e+00,9.043764751245572109e-01,1.566844855939578183e-04
2.640000000000000000e+03,1.834337569439685109e-02,2.267743742872849744e+00,9.032073620907071776e-01,1.568426124298314306e-04
2.700000000000000000e+03,1.831896087949743193e-02,2.262483851827821191e+00,9.020509352971283201e-01,1.569043697569050266e-04
2.760000000000000000e+03,1.829468863455803451e-02,2.257242097723676899e+00,9.009026779654264461e-01,1.569310877284439405e-04
2.820000000000000000e+03,1.827050566127292122e-02,2.252019356154820962e+00,8.997576518025144354e-01,1.570420696808737606e-04
2.880000000000000000e+03,1.824635866133637874e-02,2.246814066596138915e+00,8.986104973768181958e-01,1.571487074271758874e-04
2.940000000000000000e+03,1.822219433644266945e-02,2.241625976306436119e+00,8.974556509611578692e-01,1.572262861774841914e-04
3.000000000000000000e+03,1.819795938828605922e-02,2.236454632186464231e+00,8.962890626693049700e-01,1.572992653324473784e-04
3.060000000000000000e+03,1.817360051856082431e-02,2.231299992365380014e+00,8.951048761112239127e-01,1.573785239016758225e-04
3.120000000000000000e+03,1.814906442896123059e-02,2.226161141420292644e+00,8.938978222436778642e-01,1.575043436266631094e-04
3.180000000000000000e+03,1.812429782118154739e-02,2.221036216754143311e+00,8.926621054062141569e-01,1.574989535023467425e-04
3.240000000000000000e+03,1.809924739691605097e-02,2.215925884849172967e+00,8.913930200060558029e-01,1.575705925602787557e-04
3.300000000000000000e+03,1.807385985785900026e-02,2.210828827489448312e+00,8.900857794415559798e-01,1.576470944742327889e-04
